id_acta_nacimiento,primer_nombre,segundo_nombre,tercer_nombre,primer_apellido,segundo_apellido,genero,fecha_nacimiento,id_municipio,id_padre,id_madre
1000000315,Bondy,Nick,Ingra,Finci,Vaughn,M,1941-04-18,310,,
1000000316,Burk,Mel,Diarmid,Haydock,Teanby,M,1907-11-05,1409,,
1000000317,Niven,Jason,Rance,Waind,Meharry,M,1984-12-28,2212,,
1000000318,Carrol,Reidar,Sonny,Klehyn,Amber,M,1997-03-15,1704,,
1000000319,Rhett,Leonard,Franz,Orrock,Bucktrout,M,1938-05-19,1611,,
1000000320,Arnold,Bertrand,Ian,Pease,Oliva,M,1925-01-07,1227,,
1000000321,Kirby,Rob,Redd,Kingham,Erni,M,1948-05-18,1418,,
1000000322,Antonius,Brantley,Lalo,Dumbreck,Potbury,M,1920-10-30,2215,,
1000000323,Erie,Benny,Johnny,Dare,Baigent,M,1926-03-25,1505,,
1000000324,Hercules,Perren,Gabriel,Grubbe,Birt,M,1947-12-23,1403,,
1000000325,Haven,Monti,Parrnell,Stainson,Amburgy,M,1939-06-05,2205,,
1000000326,Benjie,Boniface,Othello,Fawltey,Rollings,M,2001-08-31,305,,
1000000327,Turner,Roosevelt,Jefferson,Kinvig,Paler,M,2008-08-12,1504,,
1000000328,Erich,Tobias,Meade,Squirrell,Conaboy,M,1946-10-12,408,,
1000000329,Rad,Crichton,Tudor,Alkin,Rutherfoord,M,1903-10-15,1001,,
1000000330,Cesar,Giovanni,Jimmy,Presman,Vido,M,2012-01-16,1614,,
1000000331,Bail,Leopold,Angelo,Tomowicz,Yexley,M,1901-02-03,607,,
1000000332,Bartolomeo,Zane,Hunt,Emms,Dziwisz,M,1935-05-23,112,,
1000000333,Hadley,Jule,Alwyn,Maffioletti,Duckhouse,M,1932-11-13,2212,,
1000000334,Heywood,Gustavo,Lamont,Pillman,Morriarty,M,1979-12-17,603,,
1000000335,Ivar,Dominick,Stuart,Showering,Witherden,M,1925-01-15,1403,,
1000000336,Filmore,Ximenes,Yanaton,Falks,Brigman,M,1999-12-28,1217,,
1000000337,Izzy,Pavlov,Sheffie,Rozier,Michael,M,2017-08-20,1331,,
1000000338,Andrea,Gustaf,Mason,Rollings,Steeples,M,1998-07-14,2214,,
1000000339,Berton,Archer,Nataniel,Jenkyn,Rozzell,M,1936-04-05,908,,
1000000340,Virgie,Sergent,Gerhardt,Colhoun,Treker,M,2002-11-02,2212,,
1000000341,Hoyt,Robert,Kale,Waything,Mussalli,M,1901-05-24,1223,,
1000000342,Hillyer,Davidson,Marchall,Rentz,Jope,M,1955-08-12,716,,
1000000343,Montgomery,Jasper,Izaak,Fardoe,Salla,M,1901-05-29,2103,,
1000000344,Alvis,Tymon,Sinclair,Livings,Almeida,M,1936-05-14,1505,,
1000000345,Waylan,Rodney,Waldemar,Pingston,Woods,M,1902-11-12,1211,,
1000000346,Frannie,Karlan,Tate,Meace,Tong,M,1962-01-04,316,,
1000000347,Clementius,Gunar,Vinny,Blondell,Meyer,M,1925-12-03,112,,
1000000348,Brody,Lindsey,Torin,Hornung,Querree,M,2005-02-26,1214,,
1000000349,Sean,Germain,Ax,Greensitt,Benoy,M,1957-09-19,205,,
1000000350,Sean,Steve,Baudoin,Downage,Kubicki,M,1926-06-24,113,,
1000000351,Baxter,Osbert,Archambault,Kynforth,Lambol,M,1924-07-08,1705,,
1000000352,Noah,Gabriel,Ricki,Fruin,Morrott,M,1967-04-02,1325,,
1000000353,Tanny,Nero,Michael,Krier,Nayshe,M,1959-03-04,305,,
1000000354,Bail,Niel,Skip,Peedell,Cay,M,1965-04-29,1407,,
1000000355,Alejoa,Evelin,Arlen,Custard,Sanford,M,1916-05-27,1327,,
1000000356,Page,Shane,Alex,Algar,Oganian,M,2006-03-11,1225,,
1000000357,Calv,Isaac,Felix,Jendrassik,Peotz,M,1929-08-08,713,,
1000000358,Christie,Brady,Chalmers,Schoenrock,Batting,M,1940-07-21,701,,
1000000359,Woodrow,Eldredge,Phil,Yule,Croisdall,M,2005-12-16,1504,,
1000000360,Kim,Tom,Jayme,Skains,Ambrogi,M,1939-10-03,911,,
1000000361,Davidde,Thorin,Cobby,Barok,Summersby,M,1956-07-26,702,,
1000000362,Portie,Rory,Koenraad,Gillman,Stiffell,M,1947-05-25,1333,,
1000000363,Sherman,Tyson,Broderick,Eglington,Littlejohn,M,1900-04-08,503,,
1000000364,Drugi,Peyter,Emmy,Decaze,Brundale,M,1976-07-21,1019,,
1000000365,Malcolm,Whittaker,Cristian,Gribbins,Sultan,M,1997-05-20,1610,,
1000000366,Farris,Keir,Thaine,Farmiloe,Southorn,M,1973-03-07,1214,,
1000000367,Dylan,Stanislaus,Milton,Weems,Clabburn,M,1924-10-09,411,,
1000000368,Rance,Ashton,Huntington,Cleynman,Crozier,M,1992-01-19,608,,
1000000369,Hamil,Cirillo,Matthaeus,Prestie,Houseman,M,1954-05-07,2215,,
1000000370,Seymour,Frants,Renault,Bennison,Giacomoni,M,2021-06-19,1201,,
1000000371,Antoni,Ferdinand,Torre,Tytler,Reimer,M,1942-09-05,715,,
1000000372,Marchall,Vachel,Maurie,Felgate,Pym,M,1978-08-28,921,,
1000000373,Franchot,Orin,Robb,Meaker,Moncreiffe,M,1968-12-19,1324,,
1000000374,Leonard,Thorin,Trey,Skeat,Scarf,M,1937-01-18,1803,,
1000000375,Harlin,Nealson,Marc,Jiricka,Brash,M,1982-02-02,1016,,
1000000376,Moses,Dino,Slade,Lenney,Mandy,M,1957-05-20,1304,,
1000000377,Ulick,Siward,Mickie,Merrin,Behrend,M,2013-10-22,1708,,
1000000378,Michal,Normand,Ty,Izak,Milazzo,M,1967-03-11,106,,
1000000379,Randy,Ware,Neils,Stithe,Blofield,M,1986-08-07,1014,,
1000000380,Mickey,Maxie,Hogan,Cundict,Geeve,M,1942-09-30,513,,
1000000381,Alvan,Orlando,Francklin,Lehmann,Tillard,M,1978-12-15,2003,,
1000000382,Shannon,Abelard,Aylmer,Mosby,Yven,M,1939-03-26,305,,
1000000383,Kip,Phip,Rory,Eynald,Hudghton,M,1961-07-09,1505,,
1000000384,Jim,Trent,Torrey,Sirett,Caughey,M,1934-01-27,1602,,
1000000385,Elmore,Bryn,Benyamin,Mariotte,Halesworth,M,2004-01-11,702,,
1000000386,Sterling,Boigie,Elvyn,O'Hearn,Deem,M,1969-05-21,917,,
1000000387,Derry,Flynn,Manolo,Keatley,Hayth,M,1918-11-27,1322,,
1000000388,Mario,Gabi,Alan,Liddington,Kerby,M,1937-11-17,806,,
1000000389,Kev,Levon,Nealson,Moretto,Bello,M,2018-08-31,1306,,
1000000390,Heall,Antons,Fabiano,Balkwill,Laird-Craig,M,1910-06-04,1610,,
1000000391,Dav,Saunders,Vaclav,McIlvenny,Havvock,M,1906-11-26,402,,
1000000392,Eldon,Pavlov,Herbie,Hearns,Bemrose,M,1995-01-31,1314,,
1000000393,Ossie,Ezechiel,Lenard,Coumbe,Noto,M,1948-11-06,1607,,
1000000394,Saunderson,Cedric,Cyrus,Peedell,Clears,M,2020-05-16,1017,,
1000000395,Sanson,Anthony,Christoper,Randleson,Doward,M,1927-10-14,1014,,
1000000396,Rance,Dud,Prince,Todman,McMonnies,M,1911-05-30,1405,,
1000000397,Alec,Royall,Padraig,Clooney,Worton,M,1998-06-02,911,,
1000000398,Arin,Conrado,Kinny,Coldbreath,Harrad,M,2015-03-23,611,,
1000000399,Selig,Oberon,Clay,Stollberg,Leebetter,M,1958-05-20,2007,,
1000000400,Fax,Ulysses,Benjy,Kernes,Baiyle,M,1959-12-18,1308,,
1000000401,Irvin,Bogey,Dewitt,Stoggell,Sacchetti,M,1916-06-22,1224,,
1000000402,Brew,Aylmer,Greg,Vittori,Albrighton,M,1954-04-16,1321,,
1000000403,Garrett,Clyde,Sholom,McLardie,Fryatt,M,1994-09-13,1802,,
1000000404,Halsey,Steward,Kile,Lohmeyer,Deighan,M,1961-04-09,1503,,
1000000405,Rupert,Giacomo,King,Locker,Disney,M,1900-10-14,1320,,
1000000406,Dag,Burtie,Jamey,Colleymore,Brothwell,M,1920-08-09,1004,,
1000000407,Thedric,Riordan,Chilton,Cockerton,Banger,M,1956-04-05,408,,
1000000408,Donny,Gasper,Johannes,Nuschke,Dosedale,M,1937-04-21,308,,
1000000409,Geno,Morten,Kev,Darco,Cathcart,M,1982-04-15,911,,
1000000410,Quent,Skippy,Reid,Henriet,Daintrey,M,1952-04-07,1901,,
1000000411,Merwin,Geoffrey,Xenos,Vala,Faragan,M,2013-02-22,208,,
1000000412,Khalil,Tabbie,Keven,Rayson,Pym,M,1989-05-21,206,,
1000000413,Michale,Patsy,Ruggiero,Potten,Hallford,M,1916-07-19,601,,
1000000414,Adair,Hobart,Bartlet,Penwell,Vigurs,M,1981-12-08,1314,,
1000000415,Benji,Avictor,Peder,Kirton,McIlmurray,M,1995-05-13,504,,
1000000416,Horace,Irvin,Hoebart,Dutnell,Klein,M,1904-07-12,913,,
1000000417,Mitch,Odo,Vladimir,Gibling,Tevelov,M,1988-04-26,709,,
1000000418,Wang,Torre,Curtice,Vonasek,Goodricke,M,1937-09-04,1009,,
1000000419,Godfree,Esme,Fabiano,Nutley,Mauvin,M,1996-03-25,113,,
1000000420,Dane,Nigel,Arne,O'Loinn,Terbeek,M,1936-06-29,710,,
1000000421,Patty,Andy,Brook,Kempstone,Nesbitt,M,1972-03-30,201,,
1000000422,Florian,Cord,Manfred,Bonnesen,Hollyland,M,2014-09-20,915,,
1000000423,Dun,Chic,Isiahi,Gwioneth,Finlay,M,1962-11-08,111,,
1000000424,Mallory,Merrill,Hamlen,Goulter,Anker,M,1941-03-30,609,,
1000000425,Preston,Garwood,Carlos,Bellwood,Olek,M,1947-07-21,111,,
1000000426,Paton,Abbot,Zacharie,Dorning,Hiers,M,1943-08-19,1013,,
1000000427,Miles,Marietta,Diarmid,Samples,Boase,M,1986-08-19,1104,,
1000000428,Nestor,Kendell,Ned,McGragh,Rushforth,M,1910-02-16,1010,,
1000000429,Artemas,Kelley,Donnie,Bartlett,Davitashvili,M,1944-08-14,1014,,
1000000430,Archambault,Ramsey,Alexandre,Peppard,Lyver,M,1936-01-28,1327,,
1000000431,Forrest,Stern,Vaughn,Blencoe,Eastlake,M,1943-10-20,1401,,
1000000432,Dan,Phillipe,Sunny,Birdall,Duplan,M,2010-06-13,1218,,
1000000433,Clem,Morty,Derward,Chellingworth,McCartan,M,1993-02-04,1314,,
1000000434,Inglis,Somerset,Pietrek,Eaddy,Clemence,M,2006-04-17,1205,,
1000000435,Salvidor,Garrek,Barclay,Dartan,Pethybridge,M,1968-11-19,1712,,
1000000436,Moe,Sidney,Willi,Garrad,Fidell,M,1969-07-06,2103,,
1000000437,Barn,Moritz,Davon,Lake,Catcheside,M,1969-01-01,2009,,
1000000438,Huntington,Lynn,Derek,Grimestone,Verheyden,M,1955-11-03,1802,,
1000000439,Donal,Petey,Eugenius,O'Kerin,Branno,M,1968-08-12,2105,,
1000000440,Kerby,Auberon,Roi,Gallant,Spenceley,M,1926-11-30,1301,,
1000000441,Eduino,Donaugh,Bevan,Fettiplace,Danovich,M,1988-07-28,403,,
1000000442,Laird,Wilfred,Ellary,Lawlings,Abethell,M,1967-07-16,1305,,
1000000443,Johannes,Flory,Barnabe,Knellen,Grundell,M,1906-11-10,1715,,
1000000444,Isac,Niel,Fielding,Atyea,Assinder,M,1921-11-22,702,,
1000000445,Sonny,Obed,Lester,Wrist,Maneylaws,M,1997-08-29,2209,,
1000000446,Rogerio,Brantley,Sunny,Brute,Godridge,M,1973-10-06,604,,
1000000447,Jammal,Bale,Forrest,Guesford,Liggens,M,1955-12-18,922,,
1000000448,Errick,Dwight,Tad,Onians,Nunes Nabarro,M,1993-08-22,305,,
1000000449,Lee,Oberon,Batholomew,Hoopper,Adrian,M,2015-10-26,2204,,
1000000450,Sonnie,Averill,Kit,Banner,Enterlein,M,1906-04-11,916,,
1000000451,Paton,Delaney,Ludwig,Belvin,Middler,M,1923-05-12,713,,
1000000452,Yehudit,Giacopo,Noble,Vodden,Gales,M,1906-04-11,1616,,
1000000453,Franz,Barris,Verney,Keppin,Orme,M,1992-07-03,1608,,
1000000454,Wendall,Shelton,Nappy,Howman,Glede,M,2010-05-02,2004,,
1000000455,Loy,Ferdinand,Oran,Newlands,Longega,M,2001-08-22,703,,
1000000456,Tabb,Maynord,Vidovic,Shirlaw,Ramsby,M,2020-10-22,1319,,
1000000457,Thorsten,Car,Abbott,Biasioli,Fayerbrother,M,2012-03-20,1603,,
1000000458,Culley,Graham,Gian,Campaigne,Sparham,M,1917-12-04,2007,,
1000000459,Giacopo,Bryan,Garry,Lobbe,Brittin,M,1939-09-01,1304,,
1000000460,Shurlock,Rowen,Alexio,Bryan,Allday,M,1920-07-30,1013,,
1000000461,Darrel,Francesco,Artair,Capper,Leither,M,1948-06-07,1201,,
1000000462,Javier,Morton,Gayler,McCreery,Swinerd,M,1965-12-03,2207,,
1000000463,Lennard,Farris,Mikael,Claypool,Sodeau,M,1985-06-09,1702,,
1000000464,Benson,Clark,Esteban,Lyne,Bramo,M,2005-07-07,807,,
1000000465,Anthony,Chester,Jim,Senn,Stebles,M,1924-05-29,1329,,
1000000466,Alexio,Ingamar,Kendell,Havesides,Hughs,M,1901-10-25,1215,,
1000000467,Billie,Godart,Graehme,Rixon,Dowson,M,1911-03-19,1209,,
1000000468,Marlowe,Kenon,Brent,Hazlehurst,Kydd,M,1907-05-04,415,,
1000000469,John,Elvis,Mortie,Castledine,Batch,M,2012-03-17,1802,,
1000000470,Gardiner,Wiley,Barrie,Baulch,Rodliff,M,1921-12-25,1230,,
1000000471,Carr,Lionello,Micheal,Priddle,Carbonell,M,1937-05-22,1209,,
1000000472,Ramsey,Silvio,Britt,Ablitt,Glaum,M,1950-03-08,414,,
1000000473,Shurlocke,Forrester,Kit,Tureville,Earengey,M,2020-01-17,1323,,
1000000474,Whitby,Kermit,Terrance,Stopper,Schelle,M,1912-08-10,1318,,
1000000475,Cristian,Merv,Woodie,Waltho,Eberlein,M,1967-12-19,1019,,
1000000476,Nolly,Harold,Caesar,Snoddon,Weblin,M,1982-09-16,923,,
1000000477,Nate,Gaylor,Kaiser,Hoffner,Beeching,M,1958-02-25,404,,
1000000478,Iver,Coleman,Esra,Chattell,Coldicott,M,1934-11-20,1403,,
1000000479,Heindrick,Craggie,Jerrold,Goodisson,Hasnip,M,2018-03-15,2208,,
1000000480,Tomkin,Brodie,Ronny,Gatherell,Melbourn,M,1996-07-11,1214,,
1000000481,Jerald,Thaxter,Kristoforo,Bromwich,Korn,M,1929-06-06,1705,,
1000000482,Blayne,West,Claudio,Kirk,Rosbottom,M,1944-11-20,416,,
1000000483,Humberto,Raphael,Lucio,Rolls,Dunbobbin,M,1907-03-19,513,,
1000000484,Pavlov,Durante,Karoly,Dassindale,Colston,M,1968-08-14,1606,,
1000000485,Marcel,D'arcy,Gabie,Dearnaly,Janssens,M,1977-05-31,1304,,
1000000486,Curr,Turner,Demetre,Colquete,Moat,M,1903-02-16,1332,,
1000000487,Edwin,Alain,Giffer,Vasyunin,Jamblin,M,1971-10-20,614,,
1000000488,Sigfrid,Rodd,Rutger,Stanway,Anton,M,1936-12-14,1605,,
1000000489,Blaine,Drud,Bear,Durtnal,Omond,M,1963-05-12,2101,,
1000000490,Shep,Rand,Myer,Bodicam,Grenkov,M,1965-08-12,801,,
1000000491,Felic,Karlis,Kimball,Mabbs,Krolle,M,1998-05-16,918,,
1000000492,Daven,Feodor,Jard,Paterno,Rouff,M,2003-03-19,1715,,
1000000493,Ellary,Winny,Arnold,Lenden,Pavier,M,2010-03-23,2011,,
1000000494,Harland,Diego,Lucas,Jacobs,Bjorkan,M,2002-12-10,1615,,
1000000495,Davon,Aguste,Ellerey,Newick,Verbruggen,M,1965-04-09,1419,,
1000000496,Darby,Carson,Quintus,Wolford,Jeandel,M,1916-06-09,2006,,
1000000497,Hasty,Ethe,Reinhard,Spivey,Renish,M,2020-05-02,415,,
1000000498,Homerus,Alphard,Greg,Bryden,Fothergill,M,1934-02-01,703,,
1000000499,Lukas,Tobit,Arnoldo,Janusik,Bandiera,M,1971-04-03,1330,,
1000000500,Glen,Forrester,Donnie,Kelbie,Koubu,M,2010-12-23,2001,,
1000000501,Kerwin,Laurence,Chuck,Espinha,Sibley,M,2003-06-01,710,,
1000000502,Zeb,Art,Man,Ajsik,Touret,M,1931-07-08,2001,,
1000000503,Solly,Yale,Buck,Lortzing,Smowton,M,1982-08-12,924,,
1000000504,Luis,Had,Matteo,Duffrie,Skaid,M,1923-06-14,313,,
1000000505,Janos,Keenan,Robbie,Paulack,Kardos-Stowe,M,1912-09-26,1207,,
1000000506,Jorgan,Morie,De witt,McLaren,Adrienne,M,2002-02-28,709,,
1000000507,Bruce,Gradeigh,Lucio,Lively,Wattam,M,2007-03-29,703,,
1000000508,Raul,Arron,Myer,Farnill,Mancer,M,1947-10-21,1608,,
1000000509,Goddard,Claudius,Falkner,Sauven,Stables,M,1900-04-26,1709,,
1000000510,Colas,Dewitt,Aland,Beckford,Attenbrough,M,1902-09-25,1705,,
1000000511,Filip,Gregory,Dicky,Ruddlesden,Decker,M,1925-12-06,2216,,
1000000512,Cad,Saleem,Korey,Fillingham,Matherson,M,1940-08-06,1608,,
1000000513,Gayle,Hendrik,Samson,Bottle,Quiddinton,M,1993-07-29,1019,,
1000000514,Ezri,Arri,Thain,Acreman,Schottli,M,1980-12-19,2106,,
1000000515,Reilly,Holden,Lowrance,Pherps,Trever,M,2009-05-16,802,,
1000000516,Templeton,Aguie,Fonz,Fitzjohn,Roffey,M,1997-12-31,802,,
1000000517,Portie,Jarrad,Enoch,Brade,Fairhead,M,1927-03-01,1802,,
1000000518,Fredric,Arie,Evan,Ivanets,Kohen,M,1961-10-02,1224,,
1000000519,Felike,Curry,Markus,Burnup,Ludlamme,M,1990-07-13,1214,,
1000000520,Fletch,Garth,Bradan,Jirick,Sharram,M,1917-11-03,1212,,
1000000521,Alleyn,Tore,Pen,Colbran,Endersby,M,1938-03-08,606,,
1000000522,Gibbie,Sandor,Quent,Licciardo,Fulk,M,2019-12-22,1709,,
1000000523,Miltie,Roosevelt,Davey,Tollady,Schreurs,M,1918-05-02,801,,
1000000524,Hillery,Kane,Rickey,Soar,Impleton,M,1926-12-16,1204,,
1000000525,Cam,Currie,Stephen,Laborde,Bridle,M,1934-11-25,2101,,
1000000526,Antonin,Mohandas,Steve,Lewnden,Duckering,M,1904-09-28,1011,,
1000000527,Cosimo,Burk,Yves,Crosse,McKague,M,1982-06-03,603,,
1000000528,Zeb,Elwin,Dannel,Pickford,Cappell,M,1996-08-20,407,,
1000000529,Hershel,Magnum,Findley,Cridlan,Garvan,M,1940-11-28,607,,
1000000530,Allie,Dougy,Marietta,Mountcastle,Girard,M,1980-12-09,412,,
1000000531,Jameson,Sebastiano,Foss,Breinl,Wisby,M,2006-03-04,513,,
1000000532,Darryl,Flin,Gerick,Schall,Runnett,M,1986-02-26,1607,,
1000000533,Leopold,Andrus,Somerset,Rippon,O'Lennachain,M,1921-07-12,606,,
1000000534,Malcolm,Arturo,Markos,Le Quesne,Kalderon,M,1900-10-06,503,,
1000000535,Emanuel,Chuck,Thibaut,Piniur,Eicheler,M,1902-10-06,1906,,
1000000536,Truman,Sergei,Nev,Skpsey,Minchinton,M,1974-03-16,1708,,
1000000537,Derby,Cullen,Jed,Heaps,Garrit,M,1957-11-25,1904,,
1000000538,Gawen,Win,Findlay,Streeten,Ingerith,M,1919-03-07,1415,,
1000000539,Rustie,Stanleigh,Clem,Morritt,Buff,M,1954-02-21,1704,,
1000000540,Bertrand,Garrett,Eal,Anniwell,Mc Ilory,M,1912-12-04,102,,
1000000541,Denney,Dukie,Udale,Palleske,Farrow,M,1961-07-05,1223,,
1000000542,Ed,Anthony,Berty,Powlett,Caistor,M,1939-11-24,712,,
1000000543,Lenard,Ronny,Wallace,Callander,Salmond,M,1947-07-22,1328,,
1000000544,Kaiser,Urbano,Lonnie,Lowton,Frushard,M,2020-01-20,1404,,
1000000545,Shellysheldon,Renault,Horace,McVeighty,Cosser,M,2009-08-24,1504,,
1000000546,Ahmad,Whit,Inigo,Menghi,Doyland,M,1991-02-23,1020,,
1000000547,Kelwin,Alexandr,Lucas,McGill,Barnes,M,1975-01-04,1703,,
1000000548,Efrem,Romain,Ian,Sankey,Yanin,M,1925-10-21,923,,
1000000549,Cody,Mattias,Odo,Romke,Arnopp,M,2012-08-23,1213,,
1000000550,Waylon,Loy,Moises,Node,Askew,M,1976-07-12,606,,
1000000551,Wilmer,Reinald,Hunfredo,Pynner,Robberecht,M,1966-04-11,1411,,
1000000552,Algernon,Carly,Perice,Kirwood,Kernar,M,1916-11-15,716,,
1000000553,Carlos,Bradan,Consalve,Summerill,Allport,M,2011-08-06,1003,,
1000000554,Kahlil,Keefe,Gradey,Kyffin,Fairfoul,M,1989-10-23,921,,
1000000555,Carny,Marc,Shelton,Rubinsztein,Levy,M,1918-10-22,1418,,
1000000556,Tanney,Gregorius,Georgy,Dood,Peotz,M,1923-06-08,921,,
1000000557,Lothaire,Shellysheldon,Rube,McGarahan,Grimley,M,2014-10-06,719,,
1000000558,Washington,Archaimbaud,Virgilio,Mulvin,Laughton,M,1937-10-21,606,,
1000000559,Antonin,Morgen,Karney,Peasee,Simoncello,M,1943-09-08,1321,,
1000000560,Guillaume,Ezekiel,Merv,Iveagh,Colebeck,M,1908-12-31,804,,
1000000561,Eugenius,Rance,Alaric,Giacopello,MacCarlich,M,1935-01-28,1214,,
1000000562,Giffie,Lothario,Raphael,Poytress,Esome,M,2004-10-20,512,,
1000000563,Jamill,Jervis,Egan,Collar,Arton,M,1926-07-16,1326,,
1000000564,Ced,Forrester,Trev,Fennick,Najera,M,2010-12-03,312,,
1000000565,Zack,Loydie,Petey,Giraudel,McGillreich,M,1946-10-08,1107,,
1000000566,Hendrik,Timofei,Solly,Korpolak,Slides,M,1951-12-11,313,,
1000000567,Keven,Wilden,Osmond,Southouse,Dirr,M,1953-12-31,1213,,
1000000568,Sloane,Webb,Elnar,Renny,Mangin,M,1995-07-29,407,,
1000000569,Karlik,Wiatt,Bartlet,Woodyer,Lippatt,M,1954-04-13,406,,
1000000570,Massimo,Jule,Bear,Mattack,Garmon,M,1930-01-15,1406,,
1000000571,Aldric,Tuck,Ermin,Backshill,Yearns,M,1922-03-31,511,,
1000000572,Barnett,Fair,Sheff,Drance,Glassford,M,1993-05-23,2213,,
1000000573,Kenny,Thayne,Sammie,Kippling,Redgrave,M,1982-02-17,1221,,
1000000574,Nels,Travus,Luciano,Grigs,Fermin,M,1914-12-25,316,,
1000000575,Harland,Galen,Micah,Karsh,Stollard,M,1988-11-05,415,,
1000000576,Antony,Dimitry,Mathew,Silverton,Medway,M,2009-07-08,1417,,
1000000577,Logan,Jules,Etienne,Yakebowitch,Evitt,M,1937-02-21,207,,
1000000578,Kendricks,Abey,Feodor,Swanne,De Marchi,M,1976-06-30,1802,,
1000000579,Nichols,Upton,Alexio,Reolfi,Gunthorp,M,1924-05-27,1019,,
1000000580,Clerc,Tobias,Obidiah,Poxton,Bogges,M,1958-04-06,1502,,
1000000581,Paddy,Bronny,Barn,Andresen,Fitzackerley,M,1962-11-26,706,,
1000000582,Omero,Craggie,Deck,August,Bysouth,M,1957-09-01,1204,,
1000000583,Eddy,Arch,Abramo,Shields,O' Finan,M,1909-06-09,1406,,
1000000584,Conroy,Casey,Mathew,Chaudret,Drought,M,1936-01-11,2106,,
1000000585,Bancroft,Parry,Marlin,Burbury,O'Fergus,M,1928-12-22,1001,,
1000000586,Hakim,Seamus,Kerwinn,Yeomans,Rawlcliffe,M,1969-11-30,1903,,
1000000587,Gerald,Marc,Lowell,O'Fallon,Sumpton,M,1981-02-09,2003,,
1000000588,Hill,Thurstan,Tremain,Seiler,Bearn,M,2014-10-13,202,,
1000000589,Spencer,Myca,Fairleigh,Lum,Jestico,M,1903-05-04,1227,,
1000000590,Warren,De witt,Lutero,Houndesome,Copes,M,2017-10-19,1314,,
1000000591,Garwood,Lev,Timoteo,Diack,Moret,M,1964-06-08,2107,,
1000000592,Aguie,Harbert,Perkin,Itzig,Shout,M,1923-05-09,710,,
1000000593,Land,Morry,Bennie,Lengthorn,Sertin,M,1956-04-03,805,,
1000000594,Franz,Chaunce,Stanly,Blenkin,Isbell,M,1990-10-30,204,,
1000000595,Elvin,Herbie,Abelard,Kinsey,Woolhouse,M,1927-11-26,1702,,
1000000596,Lemmie,Godfry,Pennie,Maskell,Fransoni,M,1921-08-22,1104,,
1000000597,Gualterio,Gay,Launce,Oldam,Killock,M,1936-03-19,1005,,
1000000598,Emlyn,Elnar,Luke,Gittis,McGlew,M,1978-06-15,1701,,
1000000599,Bar,Fredric,Randolf,Yashanov,Musk,M,1920-04-09,1227,,
1000000600,Taddeusz,Ronny,Ringo,Catterick,MacCostigan,M,1909-02-23,713,,
1000000601,Thoma,Lindy,Franzen,Guyan,Frowde,M,1909-07-17,718,,
1000000602,Fredek,Orbadiah,Avigdor,Digger,Botger,M,1980-02-05,1502,,
1000000603,Gonzalo,Shelley,Sanson,Palliser,Imlock,M,1903-09-05,514,,
1000000604,Esra,Hewe,Laurent,Oxenham,Guilloux,M,1951-02-23,1407,,
1000000605,Manfred,Shamus,Dominik,Pinck,Serck,M,1965-01-13,1212,,
1000000606,Garwin,Pincus,Don,Parsell,Cometto,M,2013-01-20,1020,,
1000000607,Ruprecht,Ches,Pen,Rippin,Hawley,M,1983-07-19,1415,,
1000000608,Giffie,Dar,Yorgos,Fallen,Pym,M,1931-12-10,1323,,
1000000609,Aldin,Victor,Kalle,Aykroyd,Presidey,M,2008-01-23,1605,,
1000000610,Erich,Miguel,Crichton,Glamart,Poundesford,M,1984-04-04,310,,
1000000611,Devlen,Duncan,Garik,Bulcock,Klimontovich,M,1926-05-03,313,,
1000000612,Yehudit,Herbert,Sherlock,Shrawley,Drohun,M,1902-06-06,1308,,
1000000613,Ruggiero,Arron,Wyndham,McAlinion,Ziemecki,M,1970-05-03,1706,,
1000000614,Edgard,Wilmer,Durand,Crowcum,Balducci,M,1934-04-22,1611,,
1000000615,Hewett,Morley,Port,Caroll,Shakshaft,M,1936-04-27,1313,,
1000000616,Rance,Caryl,Omero,Broadbridge,Ashplant,M,1998-06-04,2011,,
1000000617,Bartolemo,Benjamin,Farlie,Rotherham,Rentilll,M,1904-04-04,915,,
1000000618,Jess,Padraic,Talbot,Dobble,Grosvener,M,1933-08-25,1905,,
1000000619,Carey,Townsend,Goober,Denney,Symonds,M,1908-05-01,1406,,
1000000620,Richart,Vale,Isak,Hiland,Pennell,M,1940-01-30,512,,
1000000621,Heall,Westbrooke,Noam,Stickel,Alu,M,1963-04-14,412,,
1000000622,Pepillo,Brendan,Galvin,Dailly,Giraudel,M,1957-02-05,1617,,
1000000623,Constantino,Dall,Car,Yurtsev,Steketee,M,1936-02-27,608,,
1000000624,Ximenez,Sloane,Levey,Lott,Barthelet,M,1958-05-05,315,,
1000000625,Grover,Wyatt,Nester,MacKettrick,Challis,M,1997-02-16,1308,,
1000000626,Fons,Artemas,Ramsey,Midson,Duddle,M,1973-03-17,1225,,
1000000627,Nowell,Darwin,Ephraim,Padgham,Biggs,M,1966-04-27,1219,,
1000000628,Eben,Thorvald,Lance,Catanheira,Aaronson,M,1915-09-26,511,,
1000000629,Sanford,Torrance,Fonz,Symington,Mayberry,M,1905-02-26,1504,,
1000000630,Maxy,Elnar,Elwood,Burgise,Shipley,M,1927-08-06,1710,,
1000000631,Avram,Alphonso,Clark,Bowerbank,Campbell-Dunlop,M,1993-07-13,806,,
1000000632,Ebeneser,Bank,Guilbert,Longshaw,Windle,M,1904-10-11,201,,
